year,AM,BC,BP,BSE,BSW,HP,MC,PM,TC,TP,TSE,TSW
1978,64.0536,69.42259,64.95371,64.85176,66.3799,66.41092,67.115654,76.01944,74.46222,69.790955,72.233055,71.57197
1979,66.64632,69.0151,64.66638,66.62182,65.86959,66.55078,63.795612,75.22326,74.08321,68.5393,72.498924,70.25533
1980,66.11314,68.83793,62.949482,65.725044,63.78944,67.02405,67.133156,76.357605,74.86196,68.02661,72.65733,69.39744
1981,66.69495,70.2213,63.17955,66.00436,64.710625,67.17514,66.9359,77.08326,75.92613,69.18748,71.92903,71.033875
1982,63.88079,66.57719,63.62097,64.68974,65.28394,66.192184,66.26024,74.1468,73.315735,67.70922,69.54606,69.26964
1983,66.98668,69.240654,65.841194,66.22521,65.12141,65.960075,67.25341,76.096695,73.57272,68.56484,70.13245,71.73491
1984,66.03131,69.3647,63.609104,65.379234,64.460625,65.113846,66.53878,77.12846,74.595566,68.91103,70.693306,69.568054
1985,63.40947,69.26755,62.244564,64.6808,64.31464,66.773994,63.136856,73.40396,74.49684,68.05352,70.72653,70.01746
1986,64.45826,69.43095,64.623566,64.8389,66.06071,66.55093,65.7132,75.72143,73.70602,68.37852,69.85419,70.685486
1987,64.31312,69.99865,64.6244,64.14576,65.44819,65.86528,63.75918,75.19563,74.697,68.895935,71.01948,71.88606
1988,66.5126,69.84952,63.48967,65.01953,64.432556,65.30656,65.55461,77.161896,74.12374,70.071106,69.47503,71.149315
1989,64.971634,65.47997,63.507126,63.583263,62.911613,63.856903,64.887245,74.72491,70.33747,66.8052,69.160706,69.80209
1990,66.45285,66.5758,62.243294,65.320625,63.187336,64.09304,64.802956,75.27965,72.40566,67.10356,69.53715,69.968185
1991,63.71398,68.62856,63.371017,63.332375,63.25297,63.52352,65.41416,76.41976,73.57889,68.20202,69.07897,69.65807
1992,64.89315,68.69063,64.029,65.133194,65.120094,66.332825,65.27461,75.57219,74.27554,68.43628,70.913925,71.02826
1993,64.91791,67.97439,64.19674,65.10522,63.996838,65.51942,65.59316,74.71162,73.944664,68.813286,69.998146,71.37861
1994,64.51962,67.65116,63.01422,65.3424,63.725166,65.72446,65.232,76.70442,72.800186,67.04676,70.58566,69.18693
1995,65.13205,67.90635,64.41826,64.891075,64.093544,66.21655,65.40006,74.78297,73.208244,67.36928,69.60061,71.181915
1996,65.888176,66.249405,65.614494,65.479744,63.989582,65.10608,65.34033,74.64074,71.265495,68.136086,70.91896,69.85461
1997,64.72607,69.46333,65.76621,65.18692,65.807526,66.66617,66.77805,77.16181,73.956375,69.97593,70.46978,71.46179
1998,66.029465,66.76101,63.27698,65.71228,64.650986,65.87554,65.57404,76.150276,71.89893,67.88007,71.0396,70.16192
1999,63.833942,68.38092,63.050446,64.45085,64.355606,65.06343,65.846016,76.99707,72.89637,67.68729,71.970276,70.98658
2000,66.854965,70.32453,63.894478,64.70329,64.62683,64.769775,65.6781,76.02949,75.47309,68.61333,70.84506,71.16
2001,64.80255,69.07114,63.053886,65.30069,65.51748,65.63823,64.56907,76.714935,74.032135,69.668106,71.179855,71.53269
2002,66.2657,68.71897,63.791523,65.23177,64.96112,65.962685,65.75485,75.575356,74.62948,69.27472,70.83712,72.50495
2003,66.305695,68.96331,64.20009,64.05885,63.02277,63.26183,64.33539,75.79853,74.441,69.24542,69.587204,70.84874
2004,66.09861,68.47824,64.181885,65.27217,64.83055,66.02802,65.94174,75.66127,72.395805,66.666725,71.35319,70.02885
2005,65.80901,70.317665,65.36961,64.277855,65.80359,65.00669,65.014275,75.85114,74.58665,70.12388,69.131996,72.00185
2006,66.27112,68.36873,64.58942,65.87624,64.00488,66.112305,63.173637,74.71681,73.42153,68.95709,70.45895,71.377075
2007,63.727665,69.53138,65.13734,64.643555,64.83946,65.73079,65.795586,78.47715,73.08072,69.413445,71.51084,69.91502
2008,66.66843,68.8324,62.657356,66.58966,63.75566,66.67948,64.29099,77.21426,73.47404,68.30019,69.59852,68.98449
2009,65.62463,66.93552,63.04714,66.25931,66.323875,68.026215,62.449642,74.1628,71.560974,68.33594,72.00227,71.46747
2010,66.749146,67.76049,64.551125,65.25449,64.033356,65.71813,64.534386,76.24361,73.088104,68.72117,72.699104,70.24634
2011,67.81235,69.16466,63.12317,64.7697,62.8501,63.677162,66.02342,78.436516,73.97948,68.53572,70.1642,69.70155
2012,64.73071,68.16911,64.18893,65.55509,65.22322,66.28282,64.877975,76.55298,72.142426,66.27991,71.185165,69.91329
2013,65.3529,70.82591,64.661476,65.89105,63.153206,65.27198,66.916954,78.298134,73.36118,68.11821,69.70017,68.66202
2014,65.810715,69.96204,64.54697,66.02041,64.681786,65.49286,65.02164,76.80239,73.22406,68.52666,69.2033,68.48181
2015,64.41566,70.38202,61.838314,64.99064,64.403336,66.153564,65.9756,77.98866,74.82319,68.74814,69.93921,69.10401
2016,67.277954,68.3561,66.26115,66.28161,65.81415,66.598785,65.14355,75.96997,73.004715,69.478775,71.3508,70.86366
2017,66.599945,66.0896,63.003082,66.255356,63.39817,64.935936,60.29079,73.0719,71.00206,67.71762,70.21925,70.20414
2018,66.39909,65.1337,63.39574,65.06912,62.950836,64.35024,61.41409,72.60417,71.52402,68.16221,70.86411,69.71922
2019,66.38194,65.05388,64.05107,65.789505,63.859737,65.69755,63.20832,72.460014,70.89972,68.1473,72.04335,70.7487
2020,65.39921,67.339264,64.93043,65.44827,65.6463,66.85872,63.14095,74.983116,72.68608,69.321754,70.88191,72.3361
2021,67.08944,66.67232,61.081738,65.59908,64.3343,67.13766,60.966133,74.684586,71.23721,68.231125,71.908394,71.75629
2022,66.19676,67.03338,61.20483,65.84275,63.567547,65.619644,61.113617,74.13455,71.68316,65.59689,69.82226,68.27029
2023,68.31552,68.26119,61.30911,66.34395,64.15212,65.23626,60.99458,73.79084,73.06345,67.13345,69.40703,68.76995
